hour,mean_action,num_active
0,0.6601546406745911,50
0,0.6697870492935181,50
0,0.6672576665878296,50
0,0.6582373976707458,49
0,0.6279215812683105,51
0,0.6208013296127319,51
0,0.6182239055633545,51
0,0.61972576379776,49
0,0.6142905354499817,50
0,0.6243940591812134,49
0,0.6225093007087708,49
0,0.6370518803596497,48
1,0.7087246775627136,45
1,0.7119560837745667,45
1,0.7062596082687378,45
1,0.6615961194038391,46
1,0.6616214513778687,46
1,0.6570748090744019,47
1,0.6500704884529114,48
1,0.6516880393028259,46
1,0.6550461053848267,46
1,0.6508985757827759,47
1,0.6481083631515503,47
1,0.6458102464675903,47
2,0.6721025705337524,49
2,0.6411282420158386,49
2,0.6369495987892151,49
2,0.6551848649978638,50
2,0.6534032225608826,48
2,0.6394895911216736,49
2,0.644773006439209,48
2,0.6419431567192078,48
2,0.6358611583709717,48
2,0.6334863305091858,48
2,0.6278572678565979,49
2,0.6456828117370605,48
3,0.6477202773094177,47
3,0.6209694147109985,48
3,0.624722421169281,48
3,0.6536253094673157,46
3,0.6728585958480835,46
3,0.6742812991142273,46
3,0.6498581767082214,48
3,0.6064852476119995,48
3,0.6615273952484131,46
3,0.6482250094413757,47
3,0.649259626865387,47
3,0.6218355298042297,48
4,0.6292582750320435,47
4,0.628856360912323,47
4,0.6258668899536133,47
4,0.62404865026474,47
4,0.57444828748703,49
4,0.5662544369697571,50
4,0.5664170384407043,50
4,0.5680941939353943,50
4,0.5728448033332825,50
4,0.5798842906951904,50
4,0.5577700138092041,52
4,0.5627467632293701,52
5,0.5643667578697205,52
5,0.5665169358253479,52
5,0.5797494053840637,51
5,0.5874097943305969,51
5,0.5891889929771423,51
5,0.5873368382453918,51
5,0.5981996655464172,50
5,0.5962709784507751,50
5,0.6245406270027161,48
5,0.6347679495811462,47
5,0.6448566317558289,48
5,0.6442622542381287,48
6,0.641169548034668,48
6,0.6382425427436829,48
6,0.6343681812286377,48
6,0.6307799816131592,48
6,0.6422919631004333,51
6,0.6235907077789307,52
6,0.6100574135780334,53
6,0.6193475723266602,52
6,0.604819118976593,53
6,0.6019892692565918,53
6,0.5935444235801697,53
6,0.5880632996559143,53
7,0.5829032063484192,53
7,0.5794855356216431,53
7,0.5719661116600037,53
7,0.5654275417327881,53
7,0.5586789846420288,50
7,0.5535264015197754,50
7,0.547167956829071,50
7,0.5638296604156494,48
7,0.5580561757087708,48
7,0.5517476201057434,48
7,0.5571154356002808,47
7,0.5630278587341309,46
8,0.5567470192909241,46
8,0.5495433211326599,46
8,0.5325767993927002,47
8,0.5268846750259399,47
8,0.5218393802642822,47
8,0.5164422392845154,47
8,0.5131996870040894,47
8,0.5001007914543152,48
8,0.49868014454841614,48
8,0.48914003372192383,49
8,0.5037384033203125,49
8,0.5164775252342224,48
9,0.5190854668617249,48
9,0.5239946842193604,48
9,0.5186142921447754,49
9,0.5119751691818237,50
9,0.5621451735496521,48
9,0.5758625864982605,48
9,0.5820110440254211,48
9,0.5753210783004761,49
9,0.5800989270210266,49
9,0.5729839205741882,50
9,0.5885754227638245,49
9,0.5920525789260864,49
10,0.5950177311897278,49
10,0.5981966257095337,49
10,0.6006428599357605,49
10,0.602699339389801,49
10,0.5931175947189331,50
10,0.5972121953964233,50
10,0.5978254675865173,50
10,0.5993373990058899,50
10,0.6003724336624146,50
10,0.6017999053001404,50
10,0.6042183637619019,50
10,0.6081802845001221,50
11,0.6121675372123718,50
11,0.6172444224357605,50
11,0.6084859371185303,51
11,0.5678473711013794,51
11,0.5775821208953857,51
11,0.5812416672706604,51
11,0.5868318676948547,51
11,0.5931254029273987,51
11,0.5991343259811401,51
11,0.5766063928604126,51
11,0.5742290019989014,51
11,0.573089063167572,51
12,0.5712304711341858,51
12,0.5686955451965332,51
12,0.5658771991729736,51
12,0.554308295249939,52
12,0.5535578727722168,52
12,0.5501562356948853,52
12,0.558843195438385,51
12,0.5575047135353088,51
12,0.5558231472969055,51
12,0.5556271076202393,51
12,0.5540782809257507,51
12,0.56562340259552,50
13,0.5787762999534607,49
13,0.582321047782898,49
13,0.5858776569366455,49
13,0.5768793225288391,50
13,0.5907177925109863,49
13,0.5800811052322388,49
13,0.5783512592315674,48
13,0.5728326439857483,48
13,0.582869827747345,47
13,0.5195409655570984,50
13,0.5280724167823792,49
13,0.5345605611801147,47
14,0.5256509780883789,47
14,0.5235183238983154,47
14,0.5106189250946045,50
14,0.5400847792625427,50
14,0.5248359441757202,51
14,0.5602391958236694,50
14,0.6630539894104004,41
14,0.5276556611061096,48
14,0.5854865908622742,47
14,0.5974293947219849,50
14,0.6326447129249573,50
14,0.6491448283195496,49
15,0.6674807071685791,48
15,0.6083412766456604,50
15,0.5490107536315918,51
15,0.5598926544189453,49
15,0.6037149429321289,45
15,0.5757761001586914,47
15,0.5760148763656616,47
15,0.5899977087974548,50
15,0.6681378483772278,48
15,0.6420552730560303,46
15,0.6110698580741882,47
15,0.6013625264167786,47
16,0.6137809753417969,45
16,0.5986320376396179,45
16,0.5992735028266907,51
16,0.6771463751792908,49
16,0.6488365530967712,48
16,0.6292484998703003,49
16,0.6265869140625,50
16,0.6171327233314514,51
16,0.6045659780502319,49
16,0.6176140308380127,50
16,0.619114875793457,49
16,0.6008817553520203,51
17,0.6139504909515381,50
17,0.5858885645866394,52
17,0.6032768487930298,51
17,0.6068218946456909,51
17,0.6238860487937927,50
17,0.6570364832878113,48
17,0.623932957649231,49
17,0.6260807514190674,50
17,0.6228700876235962,50
17,0.6223437786102295,50
17,0.6650003790855408,49
17,0.6497673988342285,50
18,0.6345512270927429,51
18,0.6582475304603577,50
18,0.6576926708221436,50
18,0.6548373103141785,51
18,0.6199489831924438,53
18,0.6543350219726562,51
18,0.6377051472663879,53
18,0.6414007544517517,53
18,0.6494210958480835,53
18,0.6410030722618103,53
18,0.6532049775123596,54
18,0.6468369960784912,54
19,0.6487914323806763,54
19,0.6491822600364685,54
19,0.6598619222640991,53
19,0.6500514149665833,54
19,0.6534282565116882,54
19,0.6535224914550781,54
19,0.6643437743186951,53
19,0.6570634841918945,53
19,0.6601586937904358,53
19,0.673437237739563,52
19,0.6734679341316223,52
19,0.6712574362754822,52
20,0.6842578053474426,51
20,0.7005726099014282,51
20,0.6555891036987305,51
20,0.6623232364654541,50
20,0.6774995923042297,51
20,0.6719292998313904,51
20,0.6517285704612732,52
20,0.6541416049003601,51
20,0.6522055268287659,51
20,0.6241395473480225,51
20,0.6171137690544128,52
20,0.6179882287979126,52
21,0.6230202317237854,52
21,0.6251175999641418,52
21,0.6304706931114197,52
21,0.6329852342605591,52
21,0.6358452439308167,52
21,0.6805975437164307,52
21,0.6812204718589783,52
21,0.6872339844703674,52
21,0.694865882396698,52
21,0.6962658762931824,52
21,0.6944581270217896,52
21,0.7133559584617615,52
22,0.7005792260169983,53
22,0.6563717126846313,53
22,0.6532191634178162,53
22,0.661956787109375,53
22,0.6553083658218384,53
22,0.66766357421875,53
22,0.6446078419685364,53
22,0.6642144918441772,52
22,0.6580131649971008,53
22,0.6613075137138367,53
22,0.6252338886260986,54
22,0.6261352300643921,54
23,0.6433721780776978,53
23,0.6310061812400818,53
23,0.6330723166465759,53
23,0.6397399306297302,53
23,0.6439048051834106,53
23,0.6325249671936035,53
23,0.6253007054328918,52
23,0.639322817325592,52
23,0.6764479875564575,51
23,0.6842745542526245,51
23,0.6962664723396301,51
23,0.6072500944137573,54
0,0.6601546406745911,50
0,0.6728014349937439,49
0,0.6000895500183105,51
0,0.6123035550117493,50
0,0.6251599788665771,49
0,0.5668379068374634,52
0,0.5850957036018372,51
0,0.5367528200149536,52
0,0.5406991839408875,52
0,0.5551705956459045,51
0,0.5958461165428162,48
0,0.5908045172691345,48
1,0.5775185823440552,49
1,0.5839798450469971,47
1,0.6428424119949341,46
1,0.6782155632972717,44
1,0.6295462250709534,47
1,0.6196216344833374,47
1,0.6132739782333374,48
1,0.5875909924507141,49
1,0.623634934425354,47
1,0.5929135084152222,49
1,0.6157631874084473,47
1,0.6272364258766174,46
2,0.6247307062149048,46
2,0.620686948299408,48
2,0.6176109910011292,48
2,0.6153795123100281,48
2,0.5488806962966919,51
2,0.5992882251739502,48
2,0.5510669946670532,51
2,0.5716922879219055,49
2,0.5490613579750061,51
2,0.5766919851303101,49
2,0.5955050587654114,48
2,0.6371077299118042,46
3,0.5829994678497314,51
3,0.6721388697624207,48
3,0.6795649528503418,48
3,0.6168292760848999,48
3,0.624453067779541,48
3,0.623345136642456,48
3,0.6452922224998474,48
3,0.626264214515686,49
3,0.6565592885017395,47
3,0.6461699604988098,48
3,0.644136369228363,48
3,0.6411248445510864,48
4,0.5889089107513428,50
4,0.5532081723213196,51
4,0.5554006099700928,51
4,0.6012783050537109,52
4,0.5756137371063232,49
4,0.5825556516647339,49
4,0.5877162218093872,49
