hour,mean_action,num_active
0,0.9554150104522705,32
0,0.9964895844459534,25
0,0.9998822808265686,26
0,0.9572625160217285,29
0,0.9999857544898987,27
0,0.9645723104476929,28
0,0.9835726618766785,28
0,0.964991569519043,28
0,0.8941810727119446,30
0,0.9295117259025574,27
0,0.9495943784713745,27
0,0.9382225275039673,27
1,0.9710747599601746,24
1,0.9594184756278992,24
1,0.9679155349731445,24
1,0.93062424659729,31
1,0.9090062975883484,31
1,0.9577879309654236,29
1,0.9456096291542053,27
1,0.8509373664855957,31
1,0.9306812882423401,30
1,0.9382380247116089,28
1,0.9042137861251831,30
1,0.9197006225585938,30
2,0.9923583269119263,28
2,0.9419852495193481,33
2,0.8834652900695801,32
2,0.995613157749176,32
2,0.9432757496833801,35
2,0.9270177483558655,35
2,0.940816342830658,31
2,0.9608146548271179,31
2,0.9986884593963623,29
2,0.9443638324737549,31
2,0.9686327576637268,32
2,0.975309431552887,33
3,0.9705758094787598,35
3,0.9604992270469666,33
3,0.955829381942749,32
3,0.9609441757202148,32
3,0.9548617601394653,32
3,0.9406623840332031,32
3,0.9690714478492737,30
3,1.0,29
3,0.8931384086608887,33
3,0.991352915763855,33
3,0.954060971736908,31
3,0.969792902469635,29
4,0.9985213875770569,30
4,0.9442440271377563,32
4,0.9340136647224426,31
4,0.9738229513168335,33
4,0.9342565536499023,32
4,0.9932137727737427,29
4,0.9357497096061707,32
4,0.934104323387146,32
4,0.9657520651817322,31
4,0.9770776033401489,33
4,0.9726594686508179,33
4,0.9118941426277161,35
5,0.9037302136421204,35
5,0.9380075931549072,34
5,0.9209394454956055,33
5,0.9474696516990662,31
5,0.9352291822433472,31
5,0.9673601388931274,30
5,0.9654902219772339,30
5,0.9640615582466125,30
5,0.9321528673171997,30
5,0.9220464825630188,30
5,0.9580574631690979,23
5,0.9442011117935181,23
6,0.9633934497833252,22
6,0.9145365953445435,23
6,0.9557039737701416,22
6,0.959170401096344,22
6,0.9849348664283752,25
6,0.9829583764076233,25
6,0.9978424906730652,25
6,0.9995730519294739,25
6,0.999922513961792,25
6,0.9999719262123108,25
6,0.9998970627784729,25
6,0.9995297789573669,25
7,0.9991052150726318,25
7,0.9987678527832031,25
7,0.9987798929214478,25
7,0.9905837178230286,25
7,0.9711544513702393,25
7,0.9674772024154663,25
7,0.9650777578353882,25
7,0.9624196887016296,25
7,0.8934054374694824,27
7,0.9558473825454712,26
7,0.9675831198692322,26
7,0.9188548922538757,27
8,0.9581465125083923,26
8,0.9355964660644531,27
8,0.9432790875434875,28
8,0.9253634214401245,28
8,0.9596433043479919,27
8,0.9975274801254272,26
8,0.9994114637374878,26
8,0.9686669111251831,27
8,0.9905428886413574,27
8,0.9374097585678101,28
8,0.9673806428909302,28
8,0.9634369611740112,30
9,0.9625892639160156,30
9,0.9359728693962097,29
9,0.9018908739089966,30
9,0.9071703553199768,30
9,0.9192227125167847,31
9,0.9541870355606079,30
9,0.9621719121932983,30
9,0.9601534605026245,30
9,0.9476145505905151,30
9,0.9349895715713501,30
9,0.9614657759666443,29
9,0.9246546626091003,30
10,0.9264781475067139,30
10,0.925657331943512,30
10,0.9462968707084656,29
10,0.912423312664032,29
10,0.8899556994438171,29
10,0.9223119616508484,28
10,0.938825249671936,28
10,0.9531224966049194,28
10,0.9264938235282898,29
10,0.9287719130516052,29
10,0.9305511713027954,29
10,0.9344879388809204,29
11,0.9127069711685181,30
11,0.9269473552703857,30
11,0.9331582188606262,30
11,0.908098042011261,28
11,0.9101195931434631,26
11,0.8974486589431763,26
11,0.9614989757537842,24
11,0.9596284031867981,24
11,0.9350336194038391,24
11,0.9988736510276794,26
11,0.9503037929534912,26
11,0.9286786317825317,26
12,0.9962045550346375,25
12,0.9941590428352356,24
12,0.9538857340812683,25
12,0.9607641100883484,24
12,0.9308670163154602,25
12,0.9342831969261169,25
12,0.9613705277442932,25
12,0.9143379926681519,26
12,0.921473503112793,26
12,0.9152740240097046,26
12,0.9197540283203125,26
12,0.956963062286377,25
13,0.984088122844696,24
13,0.8947486877441406,26
13,0.849946141242981,27
13,0.906823992729187,26
13,0.9881606101989746,24
13,0.9369472861289978,23
13,0.9227723479270935,23
13,0.9816362857818604,25
13,0.8346952199935913,26
13,0.9889518022537231,25
13,0.9703925848007202,25
13,0.953987181186676,23
