Year|Month|Day|Hour|temperature_mean|dew_point_temperature_mean|station_level_pressure_mean|wind_speed_mean|precipitation_mean|relative_humidity_mean|visibility_mean|snow_depth_mean|temperature_std|dew_point_temperature_std|station_level_pressure_std|wind_speed_std|precipitation_std|relative_humidity_std|visibility_std|snow_depth_std
2018|1|1|0|16.733333333333334|8.5|1001.25|1.7333333333333334|0.0|60.333333333333336|10.728666666666667||1.5534906930308057|3.1480152477394387|14.07142494561236|1.501110699893027|0.0|17.50238079043344|4.916558179594068|
2018|1|1|1|14.833333333333334|8.700000000000001|1002.1|1.3666666666666665|0.0|68.0|10.728666666666667||0.8621678104251704|3.251153641401772|14.283556979968292|1.3051181300301262|0.0|16.09347693943108|4.916558179594068|
2018|1|1|2|13.9|11.266666666666666|1002.8|1.4000000000000001|0.0|84.33333333333333|10.192333333333334||0.5567764362830023|0.37859388972001795|14.283556979968253|1.2124355652982142|0.0|4.932882862316246|5.651618912606664|
2018|1|1|3|13.0|10.671428571428573|1009.1|0.42857142857142855|0.0|86.28571428571429|7.931428571428571||0.22360679774997907|1.3073054803861337|8.833742128905573|0.7319250547113999|0.0|6.969320524371699|5.6408410087250545|
2018|1|1|4|12.2|10.85|1003.1|0.0|0.0|91.5|5.23||0.0|0.3535533905932738|14.283556979968292|0.0|0.0|2.1213203435596424|1.7069557697843265|
2018|1|1|5|12.2|10.6|1003.6|0.0|0.0|90.0|4.4254999999999995||0.0|0.0|14.142135623730951|0.0|0.0|0.0|0.5692209588551709|
2018|1|1|6|11.399999999999999|8.65|1004.25|0.0|0.0|84.0|5.633||0.4242640687119289|2.757716446627535|14.07142494561236|0.0|0.0|12.727922061357855|3.413911539568652|
2018|1|1|7|11.5|8.533333333333333|1007.4666666666667|0.8666666666666667|0.0|83.33333333333333|4.559666666666667||0.346410161513776|3.5795716689756794|11.662475437630468|1.501110699893027|0.0|16.74315780649915|3.0201192581309324|
2018|1|1|8|10.0|6.65|1003.45|1.3|0.0|81.0|5.2305||0.8485281374238566|4.737615433949868|14.354267658086924|1.8384776310850237|0.0|21.213203435596427|3.9831324984238226|
2018|1|1|9|9.7|6.4|1003.75|0.0|0.0|81.0|5.2305||0.4242640687119289|3.5355339059327378|14.354267658086883|0.0|0.0|16.97056274847714|3.9831324984238226|
2018|1|1|10|9.15|5.800000000000001|1003.6|0.0|0.0|80.5|6.035||0.3535533905932738|3.5355339059327378|14.142135623730951|0.0|0.0|17.67766952966369|5.1208673093529775|
2018|1|1|11|9.066666666666668|6.666666666666667|1007.1333333333333|0.0|0.0|85.66666666666667|3.6210000000000004||0.28867513459481275|2.409010862020621|11.720210464549377|0.0|0.0|13.051181300301261|3.8382949339517936|
2018|1|1|12|8.533333333333333|6.3|1007.1333333333333|0.0|0.0|86.33333333333333|4.962000000000001||0.635085296108589|2.598076211353316|11.720210464549377|0.0|0.0|11.547005383792516|5.4622759908301965|
2018|1|1|13|8.333333333333334|5.733333333333333|1006.9333333333334|0.0|0.0|84.33333333333333|6.705666666666666||0.5507570547286101|2.5403411844343533|11.547005383792508|0.0|0.0|11.718930554164631|5.357901579287673|
2018|1|1|14|7.75|4.45|1003.6|0.0|0.0|80.5|8.449||0.777817459305203|3.181980515339464|14.142135623730951|0.0|0.0|13.435028842544403|6.259309227063319|
2018|1|1|15|8.566666666666668|4.416666666666667|1005.1333333333333|0.0|0.0|77.16666666666667|8.247833333333332||0.9872520785831077|3.4579859263257084|12.428622878930144|0.0|0.0|17.74730026417164|6.375213829093631|
2018|1|1|16|11.666666666666666|4.6000000000000005|1005.9499999999999|0.0|0.0|64.5|8.247833333333332||1.2094075684675807|4.047715405015525|12.300203250353224|0.0|0.0|18.833480825381162|6.375213829093631|
2018|1|1|17|14.414285714285715|4.671428571428572|1008.0142857142857|0.0|0.0|54.57142857142857|8.908714285714286||1.4205967894146596|3.7303772310202468|11.679530323237648|0.0|0.0|17.135315801555794|6.286363647193973|
2018|1|1|18|17.7|4.733333333333333|1007.2333333333332|0.0|0.0|43.333333333333336|10.728666666666667||1.0440306508910533|2.411085509336683|10.473458518241939|0.0|0.0|9.609023536933048|4.050221269675687|
2018|1|1|19|19.833333333333332|3.4333333333333336|1005.9333333333334|0.7000000000000001|0.0|34.666666666666664|11.265||1.1150485789118494|1.9857828011475305|10.473458518241939|1.2124355652982142|0.0|6.506407098647712|4.827999999999999|
2018|1|1|20|20.733333333333334|3.3666666666666667|1004.5666666666666|0.0|0.0|32.666666666666664|11.265||1.2701705922171775|2.0256686138984663|10.416493331891152|0.0|0.0|6.8068592855540455|4.827999999999999|
2018|1|1|21|22.133333333333336|2.3333333333333335|1003.5666666666666|0.5|0.0|27.666666666666668|11.801666666666668||1.1060440015358046|1.9218047073866102|10.46963864387557|0.8660254037844386|0.0|6.027713773341708|4.049757688224486|
2018|1|1|22|21.400000000000002|4.566666666666666|1003.9|1.4000000000000001|0.0|36.333333333333336|11.265||2.2605309110914646|5.2443620520834875|10.507616285342692|1.2124355652982142|0.0|19.731531449264992|4.827999999999999|
2018|1|1|23|19.766666666666666|7.400000000000001|1004.1999999999999|1.9000000000000001|0.0|45.666666666666664|9.655666666666667||2.2233608194203063|2.2271057451320084|10.507616285342783|0.3464101615137755|0.0|12.897028081435401|2.7874470996475136|
2018|1|2|0|18.166666666666668|10.566666666666666|1004.1999999999999|1.2|0.0|62.0|10.728666666666667||1.8009256878986784|0.9814954576223633|10.507616285342783|1.0816653826391969|0.0|11.269427669584644|0.9289565831261076|
2018|1|2|1|16.175|7.275|1000.6500000000001|2.425|0.0|59.0|13.277000000000001||0.8883505314157616|6.333706129379017|12.517055031702405|2.0694202086574873|0.0|22.37558192911788|3.8023771512042304|
2018|1|2|2|15.080000000000002|9.14|1003.4799999999999|0.62|0.0|72.2|12.874799999999999||0.5761944116355165|6.288720060552862|12.242222020532033|1.3863621460498696|0.0|24.793144213673266|3.010564266047147|
2018|1|2|3|14.433333333333332|9.933333333333332|997.3666666666667|0.0|0.0|75.66666666666667|12.874333333333334||0.55075705472861|2.6633312473917563|14.716090966467076|0.0|0.0|15.631165450257809|2.7874470996475127|
2018|1|2|4|13.600000000000001|10.85|1003.4000000000001|0.0|0.0|84.0|9.656||1.1313708498984765|1.2020815280171302|13.859292911256308|0.0|0.0|12.727922061357855|0.0|
2018|1|2|5|12.75|10.0|1004.0999999999999|0.0|0.0|84.0|8.851500000000001||0.7778174593052033|1.5556349186104041|13.859292911256388|0.0|0.0|12.727922061357855|1.1377348109291556|
2018|1|2|6|12.2|9.45|1004.45|0.0|0.0|83.5|8.851500000000001||0.0|1.6263455967290592|14.354267658086924|0.0|0.0|9.192388155425117|1.1377348109291556|
2018|1|2|7|12.2|9.7|1004.25|0.75|0.0|85.0|8.851500000000001||0.0|1.979898987322333|14.07142494561236|1.0606601717798212|0.0|11.313708498984761|1.1377348109291556|
2018|1|2|8|12.2|9.2|1004.25|0.0|0.0|82.5|8.851||0.0|1.9798989873223334|14.07142494561236|0.0|0.0|10.606601717798213|3.413911539568652|
2018|1|2|9|11.95|8.9|1004.25|0.0|0.0|82.5|9.656||0.3535533905932738|2.404163056034261|14.07142494561236|0.0|0.0|14.849242404917497|2.27546962185831|
2018|1|2|10|11.7|8.35|1003.95|0.0|0.0|81.0|10.4605||0.0|3.181980515339464|14.07142494561224|0.0|0.0|16.97056274847714|5.6900882682081475|
2018|1|2|11|11.95|8.35|1004.1|0.0|0.0|79.0|10.4605||0.3535533905932738|2.333452377915607|14.283556979968292|0.0|0.0|14.142135623730951|5.6900882682081475|
